state,year,old_block,plot,term.trmt,herb.trmt,cc.bm.kgha,yield.kgha,weed.bm.term.kgha,weed.bm.harv.kgha,density.harv.allspp.m2,soybean.pop.ha,density.term.allspp.m2,rye.pop.ha,region,DPP,soybean.plant.date,rye.plant.date,termination.date,plotID
MN,2017,MN3,304a,No cover,Standard,561.2,3261.15872,NA,0,0,396111.52,NA,NA,North Central,NA,6/6/2017,10/24/2016,NA,E73NR
MN,2017,MN3,301c,Early,Weedy,386.2,1432.523323,NA,4640,16,396111.52,NA,NA,North Central,-43,6/6/2017,10/24/2016,4/24/2017,E73EW
MN,2017,MN3,303c,Late,Weedy,3602.8,3072.943977,NA,940,12,344444.8,NA,NA,North Central,-13,6/6/2017,10/24/2016,5/24/2017,E73LW
MN,2017,MN3,302c,Mid,Weedy,2642,2941.316673,NA,1860,6,361667.04,NA,NA,North Central,-25,6/6/2017,10/24/2016,5/12/2017,E73MW
MN,2017,MN3,304c,No cover,Weedy,703.8,1511.868754,NA,11280,14,378889.28,NA,NA,North Central,NA,6/6/2017,10/24/2016,NA,E73NW
MN,2017,MN4,401b,Early,Sequential,724.8,2462.783764,NA,NA,NA,378889.28,NA,NA,North Central,-43,6/6/2017,10/24/2016,4/24/2017,E74EQ
MN,2017,MN4,403b,Late,Sequential,5508.2,2619.014302,NA,NA,NA,378889.28,NA,NA,North Central,-13,6/6/2017,10/24/2016,5/24/2017,E74LQ
MN,2017,MN4,402b,Mid,Sequential,2626,2871.812536,NA,NA,NA,292778.08,NA,NA,North Central,-25,6/6/2017,10/24/2016,5/12/2017,E74MQ
MN,2017,MN4,404b,No cover,Sequential,756.6,3111.07899,NA,NA,NA,413333.76,NA,NA,North Central,NA,6/6/2017,10/24/2016,NA,E74NQ
MN,2017,MN4,401a,Early,Standard,667,3281.456388,NA,0,0,344444.8,NA,NA,North Central,-43,6/6/2017,10/24/2016,4/24/2017,E74ER
MN,2017,MN4,403a,Late,Standard,4387,2889.0348,NA,0,0,361667.04,NA,NA,North Central,-13,6/6/2017,10/24/2016,5/24/2017,E74LR
MN,2017,MN4,402a,Mid,Standard,2485.8,3003.43984,NA,0,0,344444.8,NA,NA,North Central,-25,6/6/2017,10/24/2016,5/12/2017,E74MR
MN,2017,MN4,404a,No cover,Standard,723.6,NA,NA,0,0,NA,NA,NA,North Central,NA,6/6/2017,10/24/2016,NA,E74NR
MN,2017,MN4,401c,Early,Weedy,797.4,2475.700462,NA,6080,4,413333.76,NA,NA,North Central,-43,6/6/2017,10/24/2016,4/24/2017,E74EW
MN,2017,MN4,403c,Late,Weedy,4267.8,2556.276054,NA,1760,12,413333.76,NA,NA,North Central,-13,6/6/2017,10/24/2016,5/24/2017,E74LW
MN,2017,MN4,402c,Mid,Weedy,2475.2,2155.858415,NA,4280,12,447778.24,NA,NA,North Central,-25,6/6/2017,10/24/2016,5/12/2017,E74MW
MN,2017,MN4,404c,No cover,Weedy,862.6,2123.259129,NA,5640,8,430556,NA,NA,North Central,NA,6/6/2017,10/24/2016,NA,E74NW
MN,2018,MN1,1,Early,Sequential,34.57185039,2462.845939,NA,NA,NA,344010.0528,NA,NA,North Central,-33,6/13/2018,12/1/2017,5/11/2018,E81EQ
MN,2018,MN1,9,Late,Sequential,853.5925197,2758.539707,NA,NA,NA,305786.7136,NA,NA,North Central,-6,6/13/2018,12/1/2017,6/7/2018,E81LQ
MN,2018,MN1,11,Mid,Sequential,876.7224409,2694.845112,NA,NA,NA,356751.1659,NA,NA,North Central,-13,6/13/2018,12/1/2017,5/31/2018,E81MQ
MN,2018,MN1,5,No cover,Sequential,0,2644.292179,NA,NA,NA,318527.8267,NA,NA,North Central,NA,6/13/2018,12/1/2017,NA,E81NQ
MN,2018,MN1,2,Early,Standard,46.25984252,2591.090977,NA,0,0,318527.8267,NA,NA,North Central,-33,6/13/2018,12/1/2017,5/11/2018,E81ER
MN,2018,MN1,8,Late,Standard,471.9488189,2851.536114,NA,0,0,356751.1659,NA,NA,North Central,-6,6/13/2018,12/1/2017,6/7/2018,E81LR
MN,2018,MN1,10,Mid,Standard,910.9251969,3005.393689,NA,0,0,318527.8267,NA,NA,North Central,-13,6/13/2018,12/1/2017,5/31/2018,E81MR
MN,2018,MN1,6,No cover,Standard,0,2872.085472,NA,0,0,331268.9398,NA,NA,North Central,NA,6/13/2018,12/1/2017,NA,E81NR
MN,2018,MN1,3,Early,Weedy,40.96948819,1901.382759,NA,9640,2,280304.4875,NA,NA,North Central,-33,6/13/2018,12/1/2017,5/11/2018,E81EW
MN,2018,MN1,7,Late,Weedy,940.9448819,2590.240238,NA,3485,2,229340.0352,NA,NA,North Central,-6,6/13/2018,12/1/2017,6/7/2018,E81LW
MN,2018,MN1,12,Mid,Weedy,1114.050197,3029.582311,NA,2660,3,344010.0528,NA,NA,North Central,-13,6/13/2018,12/1/2017,5/31/2018,E81MW
MN,2018,MN1,4,No cover,Weedy,0,2133.688981,NA,5675,3,331268.9398,NA,NA,North Central,NA,6/13/2018,12/1/2017,NA,E81NW
MN,2018,MN2,17,Early,Sequential,71.9734252,2649.5509,NA,NA,NA,382233.392,NA,NA,North Central,-33,6/13/2018,12/1/2017,5/11/2018,E82EQ
MN,2018,MN2,13,Late,Sequential,2016.363189,2869.302071,NA,NA,NA,293045.6006,NA,NA,North Central,-6,6/13/2018,12/1/2017,6/7/2018,E82LQ
MN,2018,MN2,21,Mid,Sequential,1257.38189,2865.025943,NA,NA,NA,305786.7136,NA,NA,North Central,-13,6/13/2018,12/1/2017,5/31/2018,E82MQ
MN,2018,MN2,23,No cover,Sequential,0,2705.820632,NA,NA,NA,267563.3744,NA,NA,North Central,NA,6/13/2018,12/1/2017,NA,E82NQ
MN,2018,MN2,18,Early,Standard,103.2234252,2981.827996,NA,0,0,293045.6006,NA,NA,North Central,-33,6/13/2018,12/1/2017,5/11/2018,E82ER
MN,2018,MN2,15,Late,Standard,2008.120079,2919.564615,NA,0,0,267563.3744,NA,NA,North Central,-6,6/13/2018,12/1/2017,6/7/2018,E82LR
MN,2018,MN2,20,Mid,Standard,1314.345472,2846.105267,NA,0,0,280304.4875,NA,NA,North Central,-13,6/13/2018,12/1/2017,5/31/2018,E82MR
MN,2018,MN2,22,No cover,Standard,0,2884.913651,NA,0,0,305786.7136,NA,NA,North Central,NA,6/13/2018,12/1/2017,NA,E82NR
MN,2018,MN2,16,Early,Weedy,57.57874016,1990.736611,NA,8590,4,305786.7136,NA,NA,North Central,-33,6/13/2018,12/1/2017,5/11/2018,E82EW
MN,2018,MN2,14,Late,Weedy,1927.65748,2375.763006,NA,1865,2,293045.6006,NA,NA,North Central,-6,6/13/2018,12/1/2017,6/7/2018,E82LW
MN,2018,MN2,19,Mid,Weedy,35.31003937,2521.126148,NA,3215,2,305786.7136,NA,NA,North Central,-13,6/13/2018,12/1/2017,5/31/2018,E82MW
MN,2018,MN2,24,No cover,Weedy,0,2660.364431,NA,3185,2,356751.1659,NA,NA,North Central,NA,6/13/2018,12/1/2017,NA,E82NW
MN,2018,MN3,34,Early,Sequential,53.76476378,3022.086295,NA,NA,NA,331268.9398,NA,NA,North Central,-33,6/13/2018,12/1/2017,5/11/2018,E83EQ
MN,2018,MN3,25,Late,Sequential,1521.899606,2753.399552,NA,NA,NA,318527.8267,NA,NA,North Central,-6,6/13/2018,12/1/2017,6/7/2018,E83LQ
MN,2018,MN3,32,Mid,Sequential,821.6043307,2971.073814,NA,NA,NA,280304.4875,NA,NA,North Central,-13,6/13/2018,12/1/2017,5/31/2018,E83MQ
MN,2018,MN3,30,No cover,Sequential,0,2904.160819,NA,NA,NA,293045.6006,NA,NA,North Central,NA,6/13/2018,12/1/2017,NA,E83NQ
MN,2018,MN3,36,Early,Standard,88.21358268,2821.872958,NA,0,0,331268.9398,NA,NA,North Central,-33,6/13/2018,12/1/2017,5/11/2018,E83ER
MN,2018,MN3,27,Late,Standard,0,2766.768179,NA,0,0,305786.7136,NA,NA,North Central,-6,6/13/2018,12/1/2017,6/7/2018,E83LR
MN,2018,MN3,31,Mid,Standard,625.246063,3152.430633,NA,0,0,280304.4875,NA,NA,North Central,-13,6/13/2018,12/1/2017,5/31/2018,E83MR
MN,2018,MN3,29,No cover,Standard,0,3094.996625,NA,0,0,267563.3744,NA,NA,North Central,NA,6/13/2018,12/1/2017,NA,E83NR
MN,2018,MN3,35,Early,Weedy,87.10629921,3037.680162,NA,765,2,331268.9398,NA,NA,North Central,-33,6/13/2018,12/1/2017,5/11/2018,E83EW
MN,2018,MN3,26,Late,Weedy,236.8356299,2226.892341,NA,4725,2,344010.0528,NA,NA,North Central,-6,6/13/2018,12/1/2017,6/7/2018,E83LW
MN,2018,MN3,33,Mid,Weedy,487.3277559,3261.598654,NA,70,1,280304.4875,NA,NA,North Central,-13,6/13/2018,12/1/2017,5/31/2018,E83MW
MN,2018,MN3,28,No cover,Weedy,0,2409.294815,NA,3450,2,344010.0528,NA,NA,North Central,NA,6/13/2018,12/1/2017,NA,E83NW
MN,2018,MN4,43,Early,Sequential,107.1604331,2808.79848,NA,NA,NA,305786.7136,NA,NA,North Central,-33,6/13/2018,12/1/2017,5/11/2018,E84EQ
MN,2018,MN4,48,Late,Sequential,2323.818898,2743.889997,NA,NA,NA,293045.6006,NA,NA,North Central,-6,6/13/2018,12/1/2017,6/7/2018,E84LQ
MN,2018,MN4,41,Mid,Sequential,1043.55315,2765.461798,NA,NA,NA,305786.7136,NA,NA,North Central,-13,6/13/2018,12/1/2017,5/31/2018,E84MQ
MN,2018,MN4,39,No cover,Sequential,0,2867.562085,NA,NA,NA,254822.2614,NA,NA,North Central,NA,6/13/2018,12/1/2017,NA,E84NQ
MN,2018,MN4,45,Early,Standard,62.00787402,2891.566939,NA,0,0,318527.8267,NA,NA,North Central,-33,6/13/2018,12/1/2017,5/11/2018,E84ER
MN,2018,MN4,47,Late,Standard,1700.787402,2891.197821,NA,0,0,356751.1659,NA,NA,North Central,-6,6/13/2018,12/1/2017,6/7/2018,E84LR
MN,2018,MN4,40,Mid,Standard,314.9606299,2841.858276,NA,0,0,280304.4875,NA,NA,North Central,-13,6/13/2018,12/1/2017,5/31/2018,E84MR
MN,2018,MN4,38,No cover,Standard,0,3003.646837,NA,0,0,293045.6006,NA,NA,North Central,NA,6/13/2018,12/1/2017,NA,E84NR
MN,2018,MN4,44,Early,Weedy,52.53444882,2387.994073,NA,5705,2,267563.3744,NA,NA,North Central,-33,6/13/2018,12/1/2017,5/11/2018,E84EW
MN,2018,MN4,46,Late,Weedy,0,2731.205986,NA,1500,2,318527.8267,NA,NA,North Central,-6,6/13/2018,12/1/2017,6/7/2018,E84LW
MN,2018,MN4,42,Mid,Weedy,1537.03248,2922.588328,NA,680,2,305786.7136,NA,NA,North Central,-13,6/13/2018,12/1/2017,5/31/2018,E84MW
MN,2018,MN4,37,No cover,Weedy,0,2953.385753,NA,1310,2,331268.9398,NA,NA,North Central,NA,6/13/2018,12/1/2017,NA,E84NW
MN,2019,MN1,1SE,Early,Sequential,34.62,2865,NA,590.09,167,368125.38,NA,NA,North Central,-37,6/13/2019,10/26/2018,5/7/2019,E91EQ
MN,2019,MN1,1SL,Late,Sequential,1610,2485,NA,57.63,96,288472.52,NA,NA,North Central,0,6/13/2019,10/26/2018,6/13/2019,E91LQ
MN,2019,MN1,1SM,Mid,Sequential,340,2695,NA,751.06,176,355208.7,NA,NA,North Central,-23,6/13/2019,10/26/2018,5/21/2019,E91MQ
MN,2019,MN1,1SN,No cover,Sequential,0,2796,NA,19.43,15,368125.38,NA,NA,North Central,NA,6/13/2019,10/26/2018,NA,E91NQ
MN,2019,MN1,1FE,Early,Standard,64.66,3299,NA,0,0,393958.74,NA,NA,North Central,-37,6/13/2019,10/26/2018,5/7/2019,E91ER
MN,2019,MN1,1FL,Late,Standard,1160,3545,NA,0,0,393958.74,NA,NA,North Central,0,6/13/2019,10/26/2018,6/13/2019,E91LR
MN,2019,MN1,1FM,Mid,Standard,445,3631,NA,0,0,381042.06,NA,NA,North Central,-23,6/13/2019,10/26/2018,5/21/2019,E91MR
MN,2019,MN1,1FN,No cover,Standard,0,3709,NA,0,0,368125.38,NA,NA,North Central,NA,6/13/2019,10/26/2018,NA,E91NR
MN,2019,MN1,1CE,Early,Weedy,39.42,1235,NA,1870,89,381042.06,NA,NA,North Central,-37,6/13/2019,10/26/2018,5/7/2019,E91EW
MN,2019,MN1,1CL,Late,Weedy,1465,2205,NA,1450,29,355208.7,NA,NA,North Central,0,6/13/2019,10/26/2018,6/13/2019,E91LW
MN,2019,MN1,1CM,Mid,Weedy,340,2118,NA,3075,23,368125.38,NA,NA,North Central,-23,6/13/2019,10/26/2018,5/21/2019,E91MW
MN,2019,MN1,1CN,No cover,Weedy,0,3031,NA,550,62,406875.42,NA,NA,North Central,NA,6/13/2019,10/26/2018,NA,E91NW
MN,2019,MN2,2SE,Early,Sequential,38.37,2691,NA,68.83,15,368125.38,NA,NA,North Central,-37,6/13/2019,10/26/2018,5/7/2019,E92EQ
MN,2019,MN2,2SL,Late,Sequential,1405,2413,NA,8.27,13,342292.02,NA,NA,North Central,0,6/13/2019,10/26/2018,6/13/2019,E92LQ
MN,2019,MN2,2SM,Mid,Sequential,250,2711,NA,60.56,56,393958.74,NA,NA,North Central,-23,6/13/2019,10/26/2018,5/21/2019,E92MQ
MN,2019,MN2,2SN,No cover,Sequential,0,2557,NA,14.29,3,355208.7,NA,NA,North Central,NA,6/13/2019,10/26/2018,NA,E92NQ
MN,2019,MN2,2FE,Early,Standard,58.72,3305,NA,0,0,406875.42,NA,NA,North Central,-37,6/13/2019,10/26/2018,5/7/2019,E92ER
MN,2019,MN2,2FL,Late,Standard,1625,3043,NA,0,0,355208.7,NA,NA,North Central,0,6/13/2019,10/26/2018,6/13/2019,E92LR
MN,2019,MN2,2FM,Mid,Standard,195,3341,NA,0,0,314305.88,NA,NA,North Central,-23,6/13/2019,10/26/2018,5/21/2019,E92MR
MN,2019,MN2,2FN,No cover,Standard,0,2703,NA,0,0,301389.2,NA,NA,North Central,NA,6/13/2019,10/26/2018,NA,E92NR
MN,2019,MN2,2CE,Early,Weedy,59.35,1488,NA,1525,21,355208.7,NA,NA,North Central,-37,6/13/2019,10/26/2018,5/7/2019,E92EW
MN,2019,MN2,2CL,Late,Weedy,1150,2347,NA,915,22,342292.02,NA,NA,North Central,0,6/13/2019,10/26/2018,6/13/2019,E92LW
MN,2019,MN2,2CM,Mid,Weedy,215,3155,NA,965,23,327222.56,NA,NA,North Central,-23,6/13/2019,10/26/2018,5/21/2019,E92MW
MN,2019,MN2,2CN,No cover,Weedy,0,2534,NA,365,9,393958.74,NA,NA,North Central,NA,6/13/2019,10/26/2018,NA,E92NW
MN,2019,MN3,3SE,Early,Sequential,54.28,2823,NA,529.74,197,419792.1,NA,NA,North Central,-37,6/13/2019,10/26/2018,5/7/2019,E93EQ
MN,2019,MN3,3SL,Late,Sequential,1170,3056,NA,13.87,13,288472.52,NA,NA,North Central,0,6/13/2019,10/26/2018,6/13/2019,E93LQ
MN,2019,MN3,3SM,Mid,Sequential,270,2835,NA,850.56,193,314305.88,NA,NA,North Central,-23,6/13/2019,10/26/2018,5/21/2019,E93MQ
MN,2019,MN3,3SN,No cover,Sequential,0,2611,NA,6.15,4,393958.74,NA,NA,North Central,NA,6/13/2019,10/26/2018,NA,E93NQ
MN,2019,MN3,3FE,Early,Standard,56.21,3684,NA,0,0,445625.46,NA,NA,North Central,-37,6/13/2019,10/26/2018,5/7/2019,E93ER
MN,2019,MN3,3FL,Late,Standard,2085,3582,NA,0,0,236805.8,NA,NA,North Central,0,6/13/2019,10/26/2018,6/13/2019,E93LR
MN,2019,MN3,3FM,Mid,Standard,545,3473,NA,0,0,314305.88,NA,NA,North Central,-23,6/13/2019,10/26/2018,5/21/2019,E93MR
MN,2019,MN3,3FN,No cover,Standard,0,3086,NA,0,0,393958.74,NA,NA,North Central,NA,6/13/2019,10/26/2018,NA,E93NR
MN,2019,MN3,3CE,Early,Weedy,53.75,2558,NA,1055,49,355208.7,NA,NA,North Central,-37,6/13/2019,10/26/2018,5/7/2019,E93EW
MN,2019,MN3,3CL,Late,Weedy,2070,2032,NA,1250,18,314305.88,NA,NA,North Central,0,6/13/2019,10/26/2018,6/13/2019,E93LW
MN,2019,MN3,3CM,Mid,Weedy,315,1314,NA,3600,54,288472.52,NA,NA,North Central,-23,6/13/2019,10/26/2018,5/21/2019,E93MW
MN,2019,MN3,3CN,No cover,Weedy,0,2945,NA,150,7,393958.74,NA,NA,North Central,NA,6/13/2019,10/26/2018,NA,E93NW
MN,2019,MN4,4SE,Early,Sequential,49.72,2380,NA,284.12,78,381042.06,NA,NA,North Central,-37,6/13/2019,10/26/2018,5/7/2019,E94EQ
MN,2019,MN4,4SL,Late,Sequential,735,2570,NA,45.98,47,368125.38,NA,NA,North Central,0,6/13/2019,10/26/2018,6/13/2019,E94LQ
MN,2019,MN4,4SM,Mid,Sequential,205,2818,NA,239.11,190,393958.74,NA,NA,North Central,-23,6/13/2019,10/26/2018,5/21/2019,E94MQ
MN,2019,MN4,4FE,Early,Standard,27.02,3163,NA,0,0,342292.02,NA,NA,North Central,-37,6/13/2019,10/26/2018,5/7/2019,E94ER
MN,2019,MN4,4FL,Late,Standard,1130,3272,NA,0,0,314305.88,NA,NA,North Central,0,6/13/2019,10/26/2018,6/13/2019,E94LR
MN,2019,MN4,4FM,Mid,Standard,250,3493,NA,0,0,342292.02,NA,NA,North Central,-23,6/13/2019,10/26/2018,5/21/2019,E94MR
MN,2019,MN4,4CE,Early,Weedy,36.39,2455,NA,2020,32,327222.56,NA,NA,North Central,-37,6/13/2019,10/26/2018,5/7/2019,E94EW
MN,2019,MN4,4CL,Late,Weedy,610,2865,NA,240,10,355208.7,NA,NA,North Central,0,6/13/2019,10/26/2018,6/13/2019,E94LW
MN,2019,MN4,4CM,Mid,Weedy,240,1817,NA,1895,50,419792.1,NA,NA,North Central,-23,6/13/2019,10/26/2018,5/21/2019,E94MW
MN,2020,MN1,5,Early,Sequential,827.5,3570.3,NA,NA,NA,355208.7,NA,NA,North Central,-23,5/8/2020,9/20/2019,4/15/2020,E01EQ
MN,2020,MN1,7,Late,Sequential,760,3844.6,NA,NA,NA,301389.2,NA,NA,North Central,-8,5/8/2020,9/20/2019,4/30/2020,E01LQ
MN,2020,MN1,1,Mid,Sequential,904.48,3982,NA,NA,NA,314305.88,NA,NA,North Central,-17,5/8/2020,9/20/2019,4/21/2020,E01MQ
MN,2020,MN1,38,No cover,Sequential,0,4637.8,NA,NA,NA,381042.06,NA,NA,North Central,NA,5/8/2020,9/20/2019,NA,E01NQ
MN,2020,MN1,6,Early,Standard,848.04,4123.4,NA,0,0,288472.52,NA,NA,North Central,-23,5/8/2020,9/20/2019,4/15/2020,E01ER
MN,2020,MN1,8,Late,Standard,1100,4070.8,NA,0,0,301389.2,NA,NA,North Central,-8,5/8/2020,9/20/2019,4/30/2020,E01LR
MN,2020,MN1,3,Mid,Standard,705.6,3627.3,NA,0,0,342292.02,NA,NA,North Central,-17,5/8/2020,9/20/2019,4/21/2020,E01MR
MN,2020,MN1,37,No cover,Standard,0,5100,NA,0,0,368125.38,NA,NA,North Central,NA,5/8/2020,9/20/2019,NA,E01NR
MN,2020,MN1,4,Early,Weedy,715.52,3329.8,NA,4065,6,368125.38,NA,NA,North Central,-23,5/8/2020,9/20/2019,4/15/2020,E01EW
MN,2020,MN1,9,Late,Weedy,1050,4038.7,NA,9595,2,301389.2,NA,NA,North Central,-8,5/8/2020,9/20/2019,4/30/2020,E01LW
MN,2020,MN1,2,Mid,Weedy,715.98,3211.8,NA,2965,5,314305.88,NA,NA,North Central,-17,5/8/2020,9/20/2019,4/21/2020,E01MW
MN,2020,MN1,39,No cover,Weedy,0,4894.7,NA,4680,3,288472.52,NA,NA,North Central,NA,5/8/2020,9/20/2019,NA,E01NW
MN,2020,MN2,11,Early,Sequential,791.78,3478.7,NA,NA,NA,262639.16,NA,NA,North Central,-23,5/8/2020,9/20/2019,4/15/2020,E02EQ
MN,2020,MN2,17,Late,Sequential,1140,4063.7,NA,NA,NA,275555.84,NA,NA,North Central,-8,5/8/2020,9/20/2019,4/30/2020,E02LQ
MN,2020,MN2,13,Mid,Sequential,768.08,2954.7,NA,NA,NA,342292.02,NA,NA,North Central,-17,5/8/2020,9/20/2019,4/21/2020,E02MQ
MN,2020,MN2,40,No cover,Sequential,0,4890.4,NA,NA,NA,327222.56,NA,NA,North Central,NA,5/8/2020,9/20/2019,NA,E02NQ
MN,2020,MN2,12,Early,Standard,797.22,2895,NA,0,0,327222.56,NA,NA,North Central,-23,5/8/2020,9/20/2019,4/15/2020,E02ER
MN,2020,MN2,18,Late,Standard,1370,3950.3,NA,0,0,288472.52,NA,NA,North Central,-8,5/8/2020,9/20/2019,4/30/2020,E02LR
MN,2020,MN2,14,Mid,Standard,818.9,2906.2,NA,0,0,342292.02,NA,NA,North Central,-17,5/8/2020,9/20/2019,4/21/2020,E02MR
MN,2020,MN2,41,No cover,Standard,0,5269.5,NA,0,0,327222.56,NA,NA,North Central,NA,5/8/2020,9/20/2019,NA,E02NR
MN,2020,MN2,10,Early,Weedy,908.4,2633,NA,5775,7,288472.52,NA,NA,North Central,-23,5/8/2020,9/20/2019,4/15/2020,E02EW
MN,2020,MN2,16,Late,Weedy,940,3641.2,NA,3090,3,368125.38,NA,NA,North Central,-8,5/8/2020,9/20/2019,4/30/2020,E02LW
MN,2020,MN2,15,Mid,Weedy,772.38,3693.4,NA,2395,3,368125.38,NA,NA,North Central,-17,5/8/2020,9/20/2019,4/21/2020,E02MW
MN,2020,MN2,42,No cover,Weedy,0,5044.5,NA,5640,6,368125.38,NA,NA,North Central,NA,5/8/2020,9/20/2019,NA,E02NW
MN,2020,MN3,24,Early,Sequential,965.1,3030.4,NA,NA,NA,314305.88,NA,NA,North Central,-23,5/8/2020,9/20/2019,4/15/2020,E03EQ
MN,2020,MN3,19,Late,Sequential,1160,3779.1,NA,NA,NA,301389.2,NA,NA,North Central,-8,5/8/2020,9/20/2019,4/30/2020,E03LQ
MN,2020,MN3,27,Mid,Sequential,1101.96,2717,NA,NA,NA,381042.06,NA,NA,North Central,-17,5/8/2020,9/20/2019,4/21/2020,E03MQ
MN,2020,MN3,45,No cover,Sequential,0,5461.7,NA,NA,NA,355208.7,NA,NA,North Central,NA,5/8/2020,9/20/2019,NA,E03NQ
MN,2020,MN3,22,Early,Standard,635.52,2255.2,NA,0,0,288472.52,NA,NA,North Central,-23,5/8/2020,9/20/2019,4/15/2020,E03ER
MN,2020,MN3,20,Late,Standard,970,3598.7,NA,0,0,368125.38,NA,NA,North Central,-8,5/8/2020,9/20/2019,4/30/2020,E03LR
MN,2020,MN3,26,Mid,Standard,1131.26,3646.4,NA,0,0,342292.02,NA,NA,North Central,-17,5/8/2020,9/20/2019,4/21/2020,E03MR
MN,2020,MN3,43,No cover,Standard,0,5663.6,NA,0,0,368125.38,NA,NA,North Central,NA,5/8/2020,9/20/2019,NA,E03NR
MN,2020,MN3,23,Early,Weedy,914.62,3216.7,NA,4615,4,355208.7,NA,NA,North Central,-23,5/8/2020,9/20/2019,4/15/2020,E03EW
MN,2020,MN3,21,Late,Weedy,940,2522.1,NA,1950,2,355208.7,NA,NA,North Central,-8,5/8/2020,9/20/2019,4/30/2020,E03LW
MN,2020,MN3,25,Mid,Weedy,911.9,3958,NA,3860,2,288472.52,NA,NA,North Central,-17,5/8/2020,9/20/2019,4/21/2020,E03MW
MN,2020,MN3,44,No cover,Weedy,0,5377,NA,7010,2,342292.02,NA,NA,North Central,NA,5/8/2020,9/20/2019,NA,E03NW
MN,2020,MN4,35,Early,Sequential,1001.12,3652.8,NA,NA,NA,262639.16,NA,NA,North Central,-23,5/8/2020,9/20/2019,4/15/2020,E04EQ
MN,2020,MN4,33,Late,Sequential,1240,3761,NA,NA,NA,368125.38,NA,NA,North Central,-8,5/8/2020,9/20/2019,4/30/2020,E04LQ
MN,2020,MN4,30,Mid,Sequential,770.52,3323.5,NA,NA,NA,393958.74,NA,NA,North Central,-17,5/8/2020,9/20/2019,4/21/2020,E04MQ
MN,2020,MN4,34,Early,Standard,810.06,4387.7,NA,0,0,314305.88,NA,NA,North Central,-23,5/8/2020,9/20/2019,4/15/2020,E04ER
MN,2020,MN4,31,Late,Standard,1220,2985,NA,0,0,342292.02,NA,NA,North Central,-8,5/8/2020,9/20/2019,4/30/2020,E04LR
MN,2020,MN4,29,Mid,Standard,835.36,3151.1,NA,0,0,355208.7,NA,NA,North Central,-17,5/8/2020,9/20/2019,4/21/2020,E04MR
MN,2020,MN4,36,Early,Weedy,737.24,4093.2,NA,2405,2,314305.88,NA,NA,North Central,-23,5/8/2020,9/20/2019,4/15/2020,E04EW
MN,2020,MN4,32,Late,Weedy,1400,3576.4,NA,2720,2,355208.7,NA,NA,North Central,-8,5/8/2020,9/20/2019,4/30/2020,E04LW
MN,2020,MN4,28,Mid,Weedy,777.14,3869.7,NA,2660,4,368125.38,NA,NA,North Central,-17,5/8/2020,9/20/2019,4/21/2020,E04MW
MO,2017,MO1,102,Early,Sequential,1046.2,NA,13,NA,NA,280000,11,NA,North Central,-43,5/10/2017,10/3/2017,3/28/2017,O71EQ
MO,2017,MO1,108,Late,Sequential,3148,2191.469575,0,NA,NA,360000,0,NA,North Central,-15,5/10/2017,10/3/2017,4/25/2017,O71LQ
MO,2017,MO1,105,Mid,Sequential,1459.8,2103.455255,41.8,NA,NA,340000,75,NA,North Central,-27,5/10/2017,10/3/2017,4/13/2017,O71MQ
MO,2017,MO1,111,No cover,Sequential,0,2506.570091,794.3,NA,NA,460000,185,NA,North Central,NA,5/10/2017,10/3/2017,NA,O71NQ
MO,2017,MO1,101,Early,Standard,1046.2,NA,13,NA,NA,90000,11,NA,North Central,-43,5/10/2017,10/3/2017,3/28/2017,O71ER
MO,2017,MO1,107,Late,Standard,3148,2083.256403,0,NA,NA,390000,0,NA,North Central,-15,5/10/2017,10/3/2017,4/25/2017,O71LR
MO,2017,MO1,104,Mid,Standard,1459.8,1749.117078,41.8,NA,NA,410000,75,NA,North Central,-27,5/10/2017,10/3/2017,4/13/2017,O71MR
MO,2017,MO1,110,No cover,Standard,0,1830.13979,794.3,NA,NA,370000,185,NA,North Central,NA,5/10/2017,10/3/2017,NA,O71NR
MO,2017,MO1,103,Early,Weedy,1046.2,NA,13,NA,NA,310000,11,NA,North Central,-43,5/10/2017,10/3/2017,3/28/2017,O71EW
MO,2017,MO1,109,Late,Weedy,3148,1138.801373,0,NA,NA,400000,0,NA,North Central,-15,5/10/2017,10/3/2017,4/25/2017,O71LW
MO,2017,MO1,106,Mid,Weedy,1459.8,1294.153036,41.8,NA,NA,420000,75,NA,North Central,-27,5/10/2017,10/3/2017,4/13/2017,O71MW
MO,2017,MO1,112,No cover,Weedy,0,1579.464753,794.3,NA,NA,360000,185,NA,North Central,NA,5/10/2017,10/3/2017,NA,O71NW
MO,2017,MO2,217,Early,Sequential,1734.3,1933.363995,74.5,NA,NA,360000,87,NA,North Central,-43,5/10/2017,10/3/2017,3/28/2017,O72EQ
MO,2017,MO2,214,Late,Sequential,4457.6,2133.224459,2,NA,NA,350000,16,NA,North Central,-15,5/10/2017,10/3/2017,4/25/2017,O72LQ
MO,2017,MO2,211,Mid,Sequential,1578.4,2793.50822,19.4,NA,NA,320000,35,NA,North Central,-27,5/10/2017,10/3/2017,4/13/2017,O72MQ
MO,2017,MO2,205,No cover,Sequential,0,2161.884567,1176.4,NA,NA,510000,216,NA,North Central,NA,5/10/2017,10/3/2017,NA,O72NQ
